,Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest_x,Open Interest_y,Producer/Merchant/Processor/User Longs,Producer/Merchant/Processor/User Shorts,Swap Dealer Longs,Swap Dealer Shorts,Swap Dealer Spreads,Money Manager Longs,Money Manager Shorts,Money Manager Spreads,Other Reportable Longs,Other Reportable Shorts,Other Reportable Spreads,Total Reportable Longs,Total Reportable Shorts,Non Reportable Longs,Non Reportable Shorts,Daily Returns,Cumulative Daily Returns,5 Day Returns,5 Day Rolling Average,10 Day Returns,10 Day Rolling Average
257,2011-06-07,58.2,58.25,57.92,57.93,,57.93,63700.0,137564.0,333551.0,57668.0,220596.0,77047.0,1833.0,9241.0,82413.0,15422.0,12911.0,24482.0,18629.0,28808.0,292570.0,307440.0,40981.0,26111.0,-0.00957428620277,2.31998398078,0.0115243583028,57.286,0.0159593125219,57.537
258,2011-06-14,56.85,56.88,56.39,56.85,,56.85,47556.0,98233.0,327204.0,64743.0,209800.0,77939.0,1863.0,9900.0,74875.0,23214.0,12230.0,26537.0,18915.0,26047.0,292271.0,301969.0,34933.0,25235.0,-0.018643190057,2.27673207849,0.00637280934679,57.358,-0.0339847068819,57.337
259,2011-06-21,56.47,56.65,56.44,56.6,,56.6,36076.0,78546.0,329710.0,72154.0,199187.0,72459.0,1634.0,14998.0,69280.0,24895.0,13606.0,24642.0,20626.0,27993.0,295132.0,302939.0,34578.0,26771.0,-0.00439753737907,2.26672006408,0.00999286224126,57.47,-0.0111809923131,57.273
260,2011-06-28,55.35,55.37,55.18,55.34,,55.34,35799.0,32222.0,290459.0,73776.0,168119.0,73629.0,885.0,11033.0,56392.0,25878.0,11209.0,16132.0,22484.0,20013.0,262184.0,259621.0,28275.0,30838.0,-0.0222614840989,2.21625951141,-0.0372303409882,57.042,-0.0380670954285,57.054
261,2011-07-05,55.45,55.5,55.1,55.1,,55.1,6918.0,8884.0,285915.0,71003.0,158325.0,75231.0,1579.0,9270.0,52466.0,33046.0,12999.0,15054.0,22063.0,20526.0,256549.0,257808.0,29366.0,28107.0,-0.00433682688833,2.20664797757,-0.0579586254061,56.364,-0.0508182601206,56.759
262,2011-07-12,56.1,56.35,56.0,56.3,,56.3,1806.0,978.0,282768.0,66895.0,170787.0,74780.0,867.0,8416.0,54837.0,24501.0,11803.0,16258.0,20043.0,19421.0,252410.0,255838.0,30358.0,26930.0,0.021778584392,2.25470564678,-0.0281374072156,56.038,-0.0169373144753,56.662
263,2011-07-19,57.65,57.8,56.69,56.69,,56.69,19499.0,33396.0,296690.0,67923.0,185283.0,76564.0,1109.0,8714.0,59518.0,22419.0,12818.0,15780.0,21213.0,20529.0,261846.0,272085.0,34844.0,24605.0,0.00692717584369,2.27032438927,-0.0028144239226,56.006,0.0035404496371,56.682
264,2011-07-26,56.02,56.68,56.02,56.59,,56.59,30348.0,21087.0,278890.0,66065.0,169345.0,73525.0,502.0,7851.0,54720.0,24894.0,11365.0,15516.0,20962.0,18579.0,247621.0,253498.0,31269.0,25392.0,-0.00176397953784,2.2663195835,-0.00017667844523,56.004,0.00981441827266,56.737
265,2011-08-02,56.28,57.09,56.0,57.09,,57.09,3779.0,2915.0,284364.0,66188.0,171141.0,73892.0,1084.0,8090.0,57118.0,26962.0,10414.0,17091.0,22378.0,19562.0,252355.0,259631.0,32009.0,24733.0,0.00883548330094,2.28634361233,0.0316226960607,56.354,-0.00678496868476,56.698
266,2011-08-09,54.0,54.0,53.03,53.03,,53.03,524.0,378.0,275689.0,81145.0,144265.0,69001.0,1519.0,10939.0,43177.0,40531.0,8663.0,18874.0,22350.0,18494.0,250293.0,246761.0,25396.0,28928.0,-0.0711157820984,2.1237484982,-0.0375680580762,55.94,-0.093349290477,56.152
